"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Sub-Saharan Africa (excluding high income)","SSA","Surface area (sq. km)","AG.SRF.TOTL.K2","","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766741.000061","21766996.000061","21766996.000061","21766996.000061","21766996.000061","21766996.000061","21753996.000061","21753996.000061","21753996.000061",
"South Sudan","SSD","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Surface area (sq. km)","AG.SRF.TOTL.K2","","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767456.000061","21767456.000061","21767456.000061","21767456.000061","21767456.000061","21754456.000061","21754456.000061","21754456.000061",
"Small states","SST","Surface area (sq. km)","AG.SRF.TOTL.K2","","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580241.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2580151.00006104","2581491.00006104","2581511.00006104","2581511.00006104","2574587.99957275","2574587.99957275","2574587.99957275","2574587.99957275","2574587.99957275","2574587.99957275","2574587.99957275","2574587.99957275","2574587.99957275","2574597.99957275","2572924.99908447","2572934.99908447","2572934.99908447","2572944.99908447","2572954.99908447","2572954.99908447","2572956.99905396","2572961.99905396","2572964.99908447","2573074.99908447","2573075.99906921","2573082.99911499","2573082.99911499","2573082.99911499","2573082.99911499",
"Sao Tome and Principe","STP","Surface area (sq. km)","AG.SRF.TOTL.K2","","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960",
"Suriname","SUR","Surface area (sq. km)","AG.SRF.TOTL.K2","","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820",
"Slovak Republic","SVK","Surface area (sq. km)","AG.SRF.TOTL.K2","","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49030","49035","49040","49037.001953125","49036.0009765625","49036.0009765625","49036.0009765625","49030","49030","49030","49030","49030",
"Slovenia","SVN","Surface area (sq. km)","AG.SRF.TOTL.K2","","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20675","20675","20675","20675","20675","20675",
"Sweden","SWE","Surface area (sq. km)","AG.SRF.TOTL.K2","","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","447420","447420","447420","447430","447430","447430","447430",
"Eswatini","SWZ","Surface area (sq. km)","AG.SRF.TOTL.K2","","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360",
"Sint Maarten (Dutch part)","SXM","Surface area (sq. km)","AG.SRF.TOTL.K2","","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","",
"Seychelles","SYC","Surface area (sq. km)","AG.SRF.TOTL.K2","","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460",
"Syrian Arab Republic","SYR","Surface area (sq. km)","AG.SRF.TOTL.K2","","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180",
"Turks and Caicos Islands","TCA","Surface area (sq. km)","AG.SRF.TOTL.K2","","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950",
"Chad","TCD","Surface area (sq. km)","AG.SRF.TOTL.K2","","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000","1284000",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Surface area (sq. km)","AG.SRF.TOTL.K2","","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16147440","16147440","16149480","16149560","16149560","16149560","16149560","16149560","16149560","16149560","16148220","16148230","16148230","16148900","16150270","16150300","16150320","16150320","16150310","16150300","16150300","16150300","16150300","16148420","16148424.375","16148473.125","16148482.5","16148486.484375","16150383.8671875","16150383.2421875","16150382.6171875","16150221.640625","16150222.265625","16150125.234375","16150128.2421875","16150142.265625","16149739.2578125","16149998.203125","16152596.25","16152595","16152595","16152595",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Surface area (sq. km)","AG.SRF.TOTL.K2","","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854787","23854788.875","23854858.875","23854858.875","23854868.875","23854938.875","23854928.875","23854858.875","23854858.875","23854858.875","23854858.875","23854858.875","23854858.875","23854928.875","23854928.875","23854918.875","23854918.875","23854918.875","23854917.8789063","23854927.8789063","23854927.8789063","23854927.8789063","23854937.8789063","23853763.875","23853767.8789063","23853768.875","23853768.875","23842881.875",
"Togo","TGO","Surface area (sq. km)","AG.SRF.TOTL.K2","","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790",
"Thailand","THA","Surface area (sq. km)","AG.SRF.TOTL.K2","","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120",
"Tajikistan","TJK","Surface area (sq. km)","AG.SRF.TOTL.K2","","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","141375.99609375","141380","141380","141380","141380",
"Turkmenistan","TKM","Surface area (sq. km)","AG.SRF.TOTL.K2","","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Surface area (sq. km)","AG.SRF.TOTL.K2","","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317276.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20317186.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289996.015625","20289998.0078125","20289998.0078125","20289995.9765625","20289996.9921875","20289996.9921875","20289996.9921875","20290595.9765625","20290595.9765625","20290595.9765625",
"Timor-Leste","TLS","Surface area (sq. km)","AG.SRF.TOTL.K2","","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Surface area (sq. km)","AG.SRF.TOTL.K2","","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8771940","8769400","8769400","8769400","8769400","8769211.9921875","8769211.9921875","8769211.9921875","8769211.9921875","8769211.9921875","8769211.9921875",
"Tonga","TON","Surface area (sq. km)","AG.SRF.TOTL.K2","","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750",
"South Asia (IDA & IBRD)","TSA","Surface area (sq. km)","AG.SRF.TOTL.K2","","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5144770","5137846.99951172","5137846.99951172","5137846.99951172","5137846.99951172","5137846.99951172","5137846.99951172","5137846.99951172","5137846.99951172","5137846.99951172","5137846.99951172","5136163.99902344","5136163.99902344","5136163.99902344","5136163.99902344","5136163.99902344","5136163.99902344","5136163.99902344","5136163.99902344","5136163.99902344","5136163.99902344","5135333.06152344","5135333.06152344","5135333.06152344","5135333.06152344","5135333.06152344",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Surface area (sq. km)","AG.SRF.TOTL.K2","","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767201.000061","21767456.000061","21767456.000061","21767456.000061","21767456.000061","21767456.000061","21754456.000061","21754456.000061","21754456.000061",
"Trinidad and Tobago","TTO","Surface area (sq. km)","AG.SRF.TOTL.K2","","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130",
"Tunisia","TUN","Surface area (sq. km)","AG.SRF.TOTL.K2","","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610",
"Turkey","TUR","Surface area (sq. km)","AG.SRF.TOTL.K2","","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350",
"Tuvalu","TUV","Surface area (sq. km)","AG.SRF.TOTL.K2","","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30",
"Tanzania","TZA","Surface area (sq. km)","AG.SRF.TOTL.K2","","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300",
"Uganda","UGA","Surface area (sq. km)","AG.SRF.TOTL.K2","","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550",
"Ukraine","UKR","Surface area (sq. km)","AG.SRF.TOTL.K2","","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550",
"Upper middle income","UMC","Surface area (sq. km)","AG.SRF.TOTL.K2","","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923357","59923537","59923538.875","59923538.875","59923538.875","59923528.875","59923518.875","59923518.875","59896328.875","59896328.875","59896318.875","59896313.25","59896312","59896311.375","59896321.375","59896320.75","59896320.125","59896319.5","59896319.5","59893780.125","59893782.1171875","59893782.1171875","59893780.0859375","59893199.109375","59893199.109375","59893148.09375","59893141.84375","59893141.84375","59882254.84375",
"Uruguay","URY","Surface area (sq. km)","AG.SRF.TOTL.K2","","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220",
"United States","USA","Surface area (sq. km)","AG.SRF.TOTL.K2","","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9629090","9632030","9632030","9632030","9632030","9632030","9632030","9632030","9632030","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510",
"Uzbekistan","UZB","Surface area (sq. km)","AG.SRF.TOTL.K2","","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400",
"St. Vincent and the Grenadines","VCT","Surface area (sq. km)","AG.SRF.TOTL.K2","","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390",
"Venezuela, RB","VEN","Surface area (sq. km)","AG.SRF.TOTL.K2","","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050",
"British Virgin Islands","VGB","Surface area (sq. km)","AG.SRF.TOTL.K2","","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150","150",
"Virgin Islands (U.S.)","VIR","Surface area (sq. km)","AG.SRF.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350",
"Vietnam","VNM","Surface area (sq. km)","AG.SRF.TOTL.K2","","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","331690","329570","329570","331610","331690","331690","331690","331690","331690","331690","331690","330350","330360","330360","331030","331060","331090","331110","331110","331110","331110","331110","331110","331110","329240","329250","329300","329310","329313.984375","331211.9921875","331211.9921875","331211.9921875","331051.015625","331051.015625","330953.984375","330956.9921875","330971.015625","330971.9921875","331230","331230","331230","331230","331230",
"Vanuatu","VUT","Surface area (sq. km)","AG.SRF.TOTL.K2","","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190",
"World","WLD","Surface area (sq. km)","AG.SRF.TOTL.K2","","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131537392.44308","131535272.44308","131535272.44308","131537312.44308","131537302.44308","131537302.44308","131537302.44308","131537302.44308","131537302.44308","131537302.44308","131537302.44308","131535962.44308","131535972.44308","131535972.44308","131536642.44308","131538472.44308","131538524.317104","131538634.317104","131531721.316615","131531751.316615","131531831.316615","131600571.316615","131573311.316615","131573311.316615","131606512.293178","131606902.668177","131607327.418178","131607728.793148","131605872.777079","131607830.159892","131608165.134891","131608206.109878","131807675.133315","131805348.055386","131805574.218215","131805826.432909","131803288.425096","132047813.110236","132046109.51847","132048793.077485","132036620.811879","132036620.811879","132025199.411879",
"Samoa","WSM","Surface area (sq. km)","AG.SRF.TOTL.K2","","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840",
"Kosovo","XKX","Surface area (sq. km)","AG.SRF.TOTL.K2","","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","10887","",
"Yemen, Rep.","YEM","Surface area (sq. km)","AG.SRF.TOTL.K2","","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970",
"South Africa","ZAF","Surface area (sq. km)","AG.SRF.TOTL.K2","","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090",
"Zambia","ZMB","Surface area (sq. km)","AG.SRF.TOTL.K2","","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610",
"Zimbabwe","ZWE","Surface area (sq. km)","AG.SRF.TOTL.K2","","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760",
